TaskNumber,Summary,Priority,RaisedByID,AssignedToID,AuthorisedByID,StatusCode,ProjectCode,ProjectBreakdownCode,Category,SubCategory,HoursEstimate,HoursActual,DeveloperID,DeveloperHoursActual,TaskPerformance,DeveloperPerformance
8780,"Manual entry of risk bug",1,54,54,13,"FINISHED","PC2","PBC21","Development","Bug",7,0.25,54,0.25,6.75,6.75
8782,"SiP Management Meeting",1,48,58,48,"FINISHED","PC18","PBC33","Management","Management Meeting",2,1.75,58,1.75,0.25,0.25
8783,"Release Management for November 2007",1,58,58,58,"FINISHED","PC9","PBC15","Development","Release",50,29.07,54,5.65,20.93,NA
8783,"Release Management for November 2007",1,58,58,58,"FINISHED","PC9","PBC15","Development","Release",50,29.07,58,23.42,20.93,26.58
8784,"v2.1 - XXXX Test Release With Latest Data Cut For Parallel Testing",1,13,13,NA,"COMPLETED","PC2","PBC10","Development","Testing",3,3,13,3,0,0
8785,"v2.1 - XXXX Test Release With Latest Data Cut For Parallel Testing",1,13,13,NA,"COMPLETED","PC2","PBC75","Development","Testing",3,3,13,3,0,0
8786,"v2.1 - XXXX Test Release With Latest Data Cut For Parallel Testing",1,13,13,NA,"COMPLETED","PC2","PBC73","Development","Testing",3,3.25,13,3.25,-0.25,-0.25
8787,"Bordereau Back Loader on 01/11/07",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8788,"Enable Line Event Update to revisit closed months",1,26,26,NA,"COMPLETED","PC2","PBC13","Development","Enhancement",7,9,26,9,-2,-2
8789,"Force the posting of a suspended transaction failed ",1,54,54,13,"FINISHED","PC2","PBC21","Development","Bug",1.5,1.5,54,1.5,0,0
8790,"Create a Manual USM Treaty Transaction failed ",1,54,54,13,"FINISHED","PC2","PBC21","Development","Bug",0.75,0.75,54,0.75,0,0
8791,"Add USM Line split failed ",1,54,54,13,"FINISHED","PC2","PBC21","Development","Bug",0.5,0.5,54,0.5,0,0
8792,"RI failing to calculate (both live and test)",1,13,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",4,4,26,4,0,0
8793,"Line event reverts when changed on nett closed movement",2,7,26,NA,"CANCELLED","PC2","PBC13","Development","Bug",2,0.5,26,0.5,1.5,1.5
8794,"Figures book increments not always right",5,12,26,NA,"CANCELLED","PC2","PBC13","Development","Bug",1,1,26,1,0,0
8795,"Adding USM lines Fails",1,54,54,13,"FINISHED","PC2","PBC21","Development","Bug",0.5,0.25,54,0.25,0.25,0.25
8796,"Market Catastrophe Codes should also be line  events analyse & report (XXXX/XXXX)",2,24,24,NA,"CHRONICLE","PC17","PBC72","Development","Enhancement",7,10,24,10,-3,-3
8797,"XXXX Period Close Errors On v2 Live - Resolve ",1,46,13,NA,"COMPLETED","PC2","PBC53","Development","Bug",0.5,0.5,13,0.5,0,0
8798,"Daily Management Tasks November 2007",1,58,58,58,"FINISHED","PC18","PBC33","Management","General Documentation",25,50.24,58,50.24,-25.24,-25.24
8800,"Create a Manual RI Policy  - Failed to save",1,54,54,13,"FINISHED","PC2","PBC21","Development","Bug",5,4.5,54,4.5,0.5,0.5
8801,"SCM unevented claim check on XXXX bringing back some evented items",1,10,13,NA,"RELEASED","PC2","PBC21","Development","Bug",5,2.5,13,2.5,2.5,2.5
8802,"Diary Event Reminders Popping Up While Validation In Progress Via Fronted-End Causes exception",1,24,65,NA,"CHRONICLE","PC2","PBC21","Development","Bug",2,1.75,65,1.75,0.25,0.25
8803,"Risk crashes when change statistics",1,54,54,13,"FINISHED","PC2","PBC21","Development","Bug",7,2,54,2,5,5
8805,"RI Calcs cannot handle change of line when the lines have different QS contracts",2,26,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",4,17.5,13,3,-13.5,NA
8805,"RI Calcs cannot handle change of line when the lines have different QS contracts",2,26,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",4,17.5,26,14.5,-13.5,-10.5
8806,"Delete RI Policy - failed",1,54,54,13,"FINISHED","PC2","PBC21","Development","Bug",1.5,1.5,54,1.5,0,0
8807,"Manual Entry for SCM Not Working on v2.1",5,65,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",3,7.5,26,7,-4.5,-4
8807,"Manual Entry for SCM Not Working on v2.1",5,65,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",3,7.5,65,0.5,-4.5,NA
8808,"Enter /Update/Delete Reinstatements - Failed to delete Reinstatements",1,54,65,13,"COMPLETED","PC2","PBC21","Development","Bug",2,1,65,1,1,1
8809,"Exception thrown when moving around with keyboard on SCM Movements grid",5,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",2.5,6,65,6,-3.5,-3.5
8810,"XXXX Unexpected new line error correction ClaimRef 20031650601",2,12,24,NA,"COMPLETED","PC2","PBC73","Operational","Client Support",0.5,0.5,24,0.5,0,0
8811,"RI Testing",1,54,54,13,"FINISHED","PC2","PBC21","Development","Bug",14,2.75,54,2.75,11.25,11.25
8812,"XXXX CCCs RI Validation errors - require database data relations between the RI and Risk sub systems correcting.",2,24,24,NA,"CHRONICLE","PC17","PBC72","Development","Enhancement",48,11.25,24,11.25,36.75,36.75
8813,"v2.1 - XXXX Test Release With Latest Data Cut For Parallel Testing",1,13,13,NA,"COMPLETED","PC2","PBC53","Development","Testing",3,3,13,3,0,0
8814,"Bordereau Back Loader on 05/11/07",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8815,"XXXX Warehouse Failed To Build",1,46,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",7,7,13,7,0,0
8817,"Daily server checks 2007/44",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",2.5,2,43,2,0.5,0.5
8818,"Minor Admin / Management Tasks - November",1,43,43,43,"FINISHED","PC18","PBC33","Operational","In House Support",30,32.75,43,32.75,-2.75,-2.75
8819,"Organise Microsoft Partner Programme 2008",1,43,43,43,"FINISHED","PC18","PBC33","Operational","In House Support",30,13.75,43,13.75,16.25,16.25
8820,"Meeting re. Warehouse processes",2,58,26,NA,"COMPLETED","PC2","PBC21","Development","Technical Specification",1.5,5.13,58,1.13,-3.63,NA
8820,"Meeting re. Warehouse processes",2,58,26,NA,"COMPLETED","PC2","PBC21","Development","Technical Specification",1.5,5.13,13,1.5,-3.63,NA
8820,"Meeting re. Warehouse processes",2,58,26,NA,"COMPLETED","PC2","PBC21","Development","Technical Specification",1.5,5.13,26,2.5,-3.63,-1
8821,"RI Validation History Tab Not  Working ",2,24,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",0.5,0.5,13,0.5,0,0
8822,"V2 - Grid Button Column not being kept aligned to Parent Text Column",5,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,1,65,1,0,0
8823,"V2/V3 Button Column Headers appear in Column Ordering dialogue",5,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,1,65,1,0,0
8824,"Bordereau Back Loader on 06/11/07",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8825,"Risk Bordereaux Chaser Specification Consultation",3,42,42,58,"COMPLETED","PC2","PBC32","Development","Business Specification",7,7,42,5.5,0,1.5
8825,"Risk Bordereaux Chaser Specification Consultation",3,42,42,58,"COMPLETED","PC2","PBC32","Development","Business Specification",7,7,58,1.5,0,NA
8827,"XXXX Test Claim 20012470999 - Split Events Figures Made Incorrect Following Validation",1,29,13,NA,"COMPLETED","PC2","PBC42","Development","Bug",3.5,4.5,13,4.5,-1,-1
8828,"Tracking and fix Risk bug reported by YYY ZZZ",1,54,54,13,"FINISHED","PC2","PBC21","Development","Bug",7,4.5,54,4.5,2.5,2.5
8829,"Testing SCMS",1,54,54,13,"FINISHED","PC2","PBC21","Development","Bug",49,1.9,54,1.9,47.1,47.1
8830,"RI fails to save when RI type field is left empty",1,13,54,13,"FINISHED","PC2","PBC21","Development","Bug",7,3.1,54,3.1,3.9,3.9
8832,"Analyse extent of problems caused by line changes",1,13,26,NA,"COMPLETED","PC2","PBC13","Development","Business Specification",7,7,26,7,0,0
8833,"Enter /Update/Delete Reinstatements - Sequence numbers not updating correctly",1,54,54,13,"FINISHED","PC2","PBC21","Development","Bug",7,2.25,54,2.25,4.75,4.75
8834,"LTD-HQ2 Restart SQL Server Service and Agent after memory upgrade",2,10,24,NA,"COMPLETED","PC2","PBC21","Operational","Client Support",0.5,0.5,24,0.5,0,0
8835,"Training User - Running through Period Close with YYY ZZZ XXXX CCCs SCMS system ",1,24,24,NA,"COMPLETED","PC2","PBC72","Operational","Client Support",1,1,24,1,0,0
8836,"Comparison Reports between various data on XXXX Snapshot and XXXX Live databases.",2,24,24,NA,"COMPLETED","PC17","PBC72","Operational","Client Support",48,17.75,24,17.75,30.25,30.25
8837,"BMS Consultation",3,58,42,58,"COMPLETED","PC2","PBC32","Development","Technical Specification",1,0.75,42,0.75,0.25,0.25
8838,"Enter /Update/Delete Reinstatements - adding two reinstatements fail",1,54,54,13,"FINISHED","PC2","PBC21","Development","Bug",7,0.5,54,0.5,6.5,6.5
8839,"Diary event reminders causing exeptions if network connection becomes unavailable",5,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",2,1.75,65,1.75,0.25,0.25
8842,"Bordereau Back Loader on 07/11/07",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8843,"Sync latest RI Calc changes to all test synds and test",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Testing",1,1,13,1,0,0
8844,"Correct 'Unexpected New Line' Error On XXXX Test and Live",1,24,13,NA,"COMPLETED","PC2","PBC73","Development","Support",0.5,0.5,13,0.5,0,0
8845,"Syndicate Figure calc doesn't clear down RI after removal",1,26,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",1,1,26,1,0,0
8846,"Syndicate, RI and Event Calculations to take place on all suspended movements",1,13,26,NA,"COMPLETED","PC2","PBC13","Development","Enhancement",3.5,10.5,26,10.5,-7,-7
8847,"Line Percentage Changes Not Appearing on SCM Line in Front End",5,65,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,1.25,26,0.5,-0.25,0.5
8847,"Line Percentage Changes Not Appearing on SCM Line in Front End",5,65,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,1.25,65,0.75,-0.25,NA
8848,"USM field access not working ",1,54,54,13,"FINISHED","PC2","PBC21","Development","Bug",7,2.5,54,2.5,4.5,4.5
8849,"Server Outage",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",5,1.5,43,1.5,3.5,3.5
8850,"RI Quota Share Calculate Error on Period Close XXXX",1,24,24,NA,"COMPLETED","PC17","PBC72","Development","Bug",2,2,24,2,0,0
8851,"Creating Specification and Proof of Concept for Automated Email Bordereaux Chasing System",3,16,42,NA,"COMPLETED","PC2","PBC32","Development","Business Specification",7,11.75,42,7.75,-4.75,-0.75
8851,"Creating Specification and Proof of Concept for Automated Email Bordereaux Chasing System",3,16,42,NA,"COMPLETED","PC2","PBC32","Development","Business Specification",7,11.75,58,4,-4.75,NA
8852,"USM Split Lockdown On Transactions In Past Nett Closed Months",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Enhancement",2,3,13,3,-1,-1
8853,"'Open USM' Button Appears When Shouldn't be on SCM",5,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,1,65,1,0,0
8854,"+ button not enabled after adding a new event split`",3,26,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",0.5,1,26,1,-0.5,-0.5
8855,"Problems with concurrent data operations in new Data Layer ",5,65,65,58,"CHRONICLE","PC9","PBC11","Development","Bug",7,5.75,65,5.75,1.25,1.25
8856,"v2.1 test system user queries emailed - investigate and resolve",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Testing",1.5,1,13,1,0.5,0.5
8857,"Event figures not splitting properly on some multi-currency, multi-line claims",2,24,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",2,5,26,5,-3,-3
8858,"On multi-currency claim, added movement has Orig row for TOTAL currency",3,26,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",1,1,26,1,0,0
8859,"On multi-currency split claims, added movement has extra split TOTAL row",3,26,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",3,2,26,2,1,1
8860,"Line percent change not always reflected in figures",2,26,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",1.5,1.25,26,1.25,0.25,0.25
8861,"Event rows on one currency only when adding manual movement to multi-currency claim",5,26,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",2,1.5,26,1.5,0.5,0.5
8862,"SCMS v2.1 - SCM's Not Working In ReadOnly Mode (in roleUsersAll)",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Bug",3.5,2.75,13,2.75,0.75,0.75
8863,"Email responses to users SCMS v2.1 queries ",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Support",0.5,0.5,13,0.5,0,0
8865,"On sorting a grid the grid loses its Field Access colours ",1,65,65,13,"COMPLETED","PC9","PBC7","Development","Bug",7,1.75,13,0.25,5.25,NA
8865,"On sorting a grid the grid loses its Field Access colours ",1,65,65,13,"COMPLETED","PC9","PBC7","Development","Bug",7,1.75,54,1.5,5.25,NA
8866,"Outstanding Lloyds figures on Movement Shouldn't Cascade to Event Total",5,65,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",2,2,26,1,0,1
8866,"Outstanding Lloyds figures on Movement Shouldn't Cascade to Event Total",5,65,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",2,2,65,1,0,NA
8867,"Outstanding Total Figures On Event Gets Reset On New Movements",1,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",2.5,6.25,65,3.75,-3.75,-1.25
8867,"Outstanding Total Figures On Event Gets Reset On New Movements",1,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",2.5,6.25,26,2.5,-3.75,NA
8868,"SCM Get Procedure Not Returning correct QS Figures on certain claims",1,65,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,7.5,26,6.25,-6.5,-5.25
8868,"SCM Get Procedure Not Returning correct QS Figures on certain claims",1,65,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,7.5,65,1.25,-6.5,NA
8869,"OS Figures not getting updated on Movements",1,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",2,2.5,26,1,-0.5,NA
8869,"OS Figures not getting updated on Movements",1,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",2,2.5,65,1.5,-0.5,0.5
8870,"Creating Specs and Estimates for Bordereaux Amendments and Quick Entry Bordereaux Screen",3,16,42,NA,"COMPLETED","PC2","PBC32","Development","Business Specification",7,6,42,6,1,1
8871,"Change line event detail and follow with going into super-user mode causing exceptions",1,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,2,26,1,-1,NA
8871,"Change line event detail and follow with going into super-user mode causing exceptions",1,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,2,65,1,-1,0
8872,"Getting BMS code to compile and work with current CCC_BinderManagement_LIVE ready for extra work",5,42,42,58,"COMPLETED","PC18","PBC20","Development","Technical Specification",3,2.75,42,2.75,0.25,0.25
8873,"Outstanding figures getting updated to value other than that they are set to",5,65,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",2,3,26,1.5,-1,0.5
8873,"Outstanding figures getting updated to value other than that they are set to",5,65,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",2,3,65,1.5,-1,NA
8874,"users reported no messages loaded for today. resolve issue",1,7,13,NA,"COMPLETED","PC2","PBC21","Development","Support",1,1,13,1,0,0
8875,"Checking in changes v2 projects",2,54,54,13,"FINISHED","PC2","PBC21","Development","Release",35,1,54,1,34,34
8876,"Bordereau Back Loader on 12/11/07",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8877,"Adding BMS to own BMS Project in VSS",3,42,42,NA,"COMPLETED","PC2","PBC32","Development","Release",1.5,1.5,42,1.5,0,0
8878,"Amendments to Bordereau Schedules (Format & Not Requested Flag)",3,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",14,9,42,9,5,5
8879,"Total Line Percentage not updated when changing line percentages on SCM",5,65,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,3.5,26,3,-2.5,-2
8879,"Total Line Percentage not updated when changing line percentages on SCM",5,65,26,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,3.5,65,0.5,-2.5,NA
8880,"Flicking between Nett/Gross/Both buttons on movements grid occasionally causes exceptions",2,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,1,26,0.5,0,NA
8880,"Flicking between Nett/Gross/Both buttons on movements grid occasionally causes exceptions",2,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,1,65,0.5,0,0.5
8881,"Daily server checks 2007/46",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",2.5,2.5,43,2.5,0,0
8882,"Re-analyse tasks to see what is needed for v2.1",1,26,26,NA,"COMPLETED","PC2","PBC13","Development","Business Specification",1,4.25,13,0.75,-3.25,NA
8882,"Re-analyse tasks to see what is needed for v2.1",1,26,26,NA,"COMPLETED","PC2","PBC13","Development","Business Specification",1,4.25,26,2,-3.25,-1
8882,"Re-analyse tasks to see what is needed for v2.1",1,26,26,NA,"COMPLETED","PC2","PBC13","Development","Business Specification",1,4.25,65,1.5,-3.25,NA
8884,"Investigate Filtering Issue Dying For YYY ZZZ In Code Generator Spec Builder",4,43,58,58,"FINISHED","PC9","PBC41","Development","Bug",2,0.5,58,0.5,1.5,1.5
8885,"Meeting with YYY ZZZ - CCC",1,58,58,58,"FINISHED","PC18","PBC33","Management","Management Meeting",2,2.5,58,2.5,-0.5,-0.5
8886,"V2 Attempt to close a form that is still opening throws exceptions",5,65,65,13,"COMPLETED","PC9","PBC11","Development","Bug",0.5,0.5,65,0.5,0,0
8887,"Getting Form Designer to show Risk Form for V2",3,42,42,NA,"COMPLETED","PC2","PBC21","Development","Bug",7,8,42,8,-1,-1
8888,"No LDEX Messages - Help Network Administrator CCC to resolve",1,24,24,58,"COMPLETED","PC16","PBC38","Operational","Client Support",3,2.5,24,2.5,0.5,0.5
8889,"SCM Form Switches To Next Node in Navigation Tree When Saving (core issue)",5,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",3,4,13,0.5,-1,NA
8889,"SCM Form Switches To Next Node in Navigation Tree When Saving (core issue)",5,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",3,4,65,3.5,-1,-0.5
8890,"Fix bugs found  in SCM Search",2,26,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",7,28.5,26,28.5,-21.5,-21.5
8891,"v2.1 Test Updates Release With Latest Data Cut For Parallel Testing",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Testing",7,7,13,7,0,0
8892,"XXXX triangle sometimes fails with 'Column 'Key' not found'",1,13,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",1,1,26,1,0,0
8893,"Line Evented RI figures sometimes not correctly calculated",1,26,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",7,7,26,7,0,0
8894,"Re-integrating Unit Tests",1,54,54,58,"FINISHED","PC9","PBC41","Development","Enhancement",200,16.37,54,16.37,183.63,183.63
8895,"System hangs when flick between Both/Gross Figures after a row sort on certain SCMs (potential core issue)",5,65,65,NA,"CHRONICLE","PC2","PBC21","Development","Bug",10,5.5,65,5.5,4.5,4.5
8896,"Bordereau Back Loader on 14/11/07",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8897,"Automated Bordereau Email Chaser",3,42,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",49,69.25,42,69.25,-20.25,-20.25
8899,"V2 Diary Event results disappear following a save",5,65,65,13,"COMPLETED","PC9","PBC17","Development","Bug",1.5,1.5,65,1.5,0,0
8900,"Attempt to open non-RI rows in RI Amounts grid on SCM causes exception",5,65,65,NA,"COMPLETED","PC2","PBC21","Development","Bug",1,1.5,65,1.5,-0.5,-0.5
8901,"Not possible to only select part of the text in a read only grid cell",5,65,65,13,"CHRONICLE","PC9","PBC7","Development","Enhancement",4,1,65,1,3,3
8902,"Daily Movement Report - Add Message Ref To Header To  Display On Every Page",1,7,65,NA,"RELEASED","PC2","PBC21","Development","Bug",2,4,13,1,-2,NA
8902,"Daily Movement Report - Add Message Ref To Header To  Display On Every Page",1,7,65,NA,"RELEASED","PC2","PBC21","Development","Bug",2,4,65,3,-2,-1
8903,"Developing a Quick Entry Bordereau Screen",3,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",28,37.8,58,1.8,-9.8,NA
8903,"Developing a Quick Entry Bordereau Screen",3,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",28,37.8,65,0.5,-9.8,NA
8903,"Developing a Quick Entry Bordereau Screen",3,16,42,NA,"FINISHED","PC2","PBC32","Development","Enhancement",28,37.8,42,35.5,-9.8,-7.5
8904,"Getting back to Grips with Version 2 of BMS",3,42,42,NA,"FINISHED","PC2","PBC21","Operational","In House Support",14,6.25,42,6.25,7.75,7.75
8906,"V2 Field Access Colours Occasionally not Set In Grid",5,65,65,13,"CHRONICLE","PC9","PBC11","Development","Bug",3,0.5,65,0.5,2.5,2.5
8907,"Outstanding SCMS Tasks Review",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",3.5,1,13,1,2.5,2.5
8908,"Ensure V2 Core fixes have been ported up to V3",5,65,65,58,"CHRONICLE","PC9","PBC11","Development","Enhancement",5,1,65,1,4,4
8909,"RI Period Close - working out what it should do when line changes (XXXX)",1,13,26,NA,"COMPLETED","PC2","PBC13","Development","Support",3,6,26,6,-3,-3
8910,"Extended SiP Lunch",1,58,58,58,"FINISHED","PC18","PBC33","Management","Staff Management",0.5,3,65,0.5,-2.5,NA
8910,"Extended SiP Lunch",1,58,58,58,"FINISHED","PC18","PBC33","Management","Staff Management",0.5,3,13,0.5,-2.5,NA
8910,"Extended SiP Lunch",1,58,58,58,"FINISHED","PC18","PBC33","Management","Staff Management",0.5,3,24,0.5,-2.5,NA
8910,"Extended SiP Lunch",1,58,58,58,"FINISHED","PC18","PBC33","Management","Staff Management",0.5,3,42,0.5,-2.5,NA
8910,"Extended SiP Lunch",1,58,58,58,"FINISHED","PC18","PBC33","Management","Staff Management",0.5,3,43,0.5,-2.5,NA
8910,"Extended SiP Lunch",1,58,58,58,"FINISHED","PC18","PBC33","Management","Staff Management",0.5,3,58,0.5,-2.5,0
8911,"V2 / V3 Grid doesn't scroll if use End and Home keys",5,65,65,58,"COMPLETED","PC9","PBC11","Development","Bug",3,6.25,65,6.25,-3.25,-3.25
8912,"Release SCMS Application To Live -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",7,4.5,13,4.5,2.5,2.5
8913,"Release SCMS Warehouse To Live -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",7,0.5,13,0.5,6.5,6.5
8914,"Backup Release Pre/Post Versions To Disk -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",1,1,13,1,0,0
8915,"Creating new SiP testing Components ",1,65,54,58,"FINISHED","PC9","PBC11","Development","Enhancement",150,220.61,54,213.91,-70.61,-63.91
8915,"Creating new SiP testing Components ",1,65,54,58,"FINISHED","PC9","PBC11","Development","Enhancement",150,220.61,58,6.2,-70.61,NA
8915,"Creating new SiP testing Components ",1,65,54,58,"FINISHED","PC9","PBC11","Development","Enhancement",150,220.61,65,0.5,-70.61,NA
8916,"Bordereau Back Loader on 19/11/07 (Last Friday's Bordereau File Sent For Load)",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8917,"XXXX Daily Claim Movement Report - Scheduled Send Setup For YYY ZZZ And YYY ZZZ",1,47,13,NA,"COMPLETED","PC2","PBC53","Development","Support",0.5,0.5,13,0.5,0,0
8918,"Release SCMS Application To Live -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",7,4.25,13,4.25,2.75,2.75
8919,"Release SCMS Warehouse To Live -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",7,0.5,13,0.5,6.5,6.5
8920,"Backup Release Pre/Post Versions To Disk -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",1,1,13,1,0,0
8921,"Adding Link grid column inserts into stored procedure ",5,65,65,58,"COMPLETED","PC9","PBC11","Development","Enhancement",1,1,65,1,0,0
8922,"Bordereau Back Loader on 19/11/2007",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8923,"Daily server checks 2007/47",1,43,43,43,"FINISHED","PC18","PBC20","Operational","In House Support",2.5,2.5,43,2.5,0,0
8925,"XXXX Events Need Adding Email - Aid user with process.",1,13,13,NA,"COMPLETED","PC2","PBC10","Development","Support",0.5,0.5,13,0.5,0,0
8926,"XXXX Split Event Figures Showing Incorrect Amounts",1,29,13,NA,"COMPLETED","PC2","PBC42","Development","Bug",1,1,13,1,0,0
8927,"Risk Super Search not always linking USMs and SCMs to their stats",1,24,26,NA,"COMPLETED","PC2","PBC13","Development","Bug",0.5,0.5,26,0.5,0,0
8928,"V2.1 Testing with CCCs data",2,24,24,NA,"CHRONICLE","PC2","PBC21","Development","Testing",49,10.5,24,10.5,38.5,38.5
8929,"XXXX Warehouse not matching USM Search",1,13,26,NA,"COMPLETED","PC2","PBC42","Development","Support",1,1.25,13,0.25,-0.25,NA
8929,"XXXX Warehouse not matching USM Search",1,13,26,NA,"COMPLETED","PC2","PBC42","Development","Support",1,1.25,26,1,-0.25,0
8930,"Don't allow save via close of form if Save User Action is hidden",5,65,65,58,"CHRONICLE","PC9","PBC17","Development","Bug",1,1,65,1,0,0
8931,"Prepare code for checkin",5,65,65,58,"CHRONICLE","PC9","PBC11","Development","Release",1,2.25,65,2.25,-1.25,-1.25
8932,"Task Management",5,65,65,58,"CHRONICLE","PC18","PBC33","Development","Release",4,4,65,4,0,0
8933,"Release SCMS Application To Live --XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",7,3.25,13,3.25,3.75,3.75
8934,"Release SCMS Warehouse To Live -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",7,0.5,13,0.5,6.5,6.5
8935,"Backup Release Pre/Post Versions To Disk -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",1,0.5,13,0.5,0.5,0.5
8936,"Bordereau Back Loader on 21/11/07 - (yesterday's file sent today)",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8937,"Bordereau Back Loader on 21/11/07 (today's file for lunchtime load required by YYY ZZZ)",3,16,13,NA,"COMPLETED","PC2","PBC32","Development","Support",0.33,0.33,13,0.33,0,0
8938,"Right click on button column in grid throws exception",5,65,65,58,"COMPLETED","PC9","PBC11","Development","Bug",0.25,0.25,65,0.25,0,0
8939,"Release SCMS Application To Live - XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",7,3,13,3,4,4
8940,"Release SCMS Warehouse To Live -- XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",7,0.5,13,0.5,6.5,6.5
8941,"Backup Release Pre/Post Versions To Disk - XXXX Synd",1,13,13,NA,"COMPLETED","PC2","PBC21","Development","Release",1,0.75,13,0.75,0.25,0.25
8942,"v2.1 - XXXX Test Release With Latest Data Cut For Parallel Testing",1,13,13,NA,"COMPLETED","PC2","PBC72","Development","Testing",2.5,2.5,13,2.5,0,0
